record_id,school_name,region,school_type,academic_year,grade,subject,male_count,female_count,total_enrollment,dropout_rate,avg_performance_score,pass_rate,teacher_student_ratio,budget_per_student_usd,data_quality_flag
6792,Southview Academy,South,Private,2022,Grade 3,Science,22,12.0,34.0,0.0109,75.7,0.72,0.063,5433.25,clean
7741,lakeview primary,Central,Public,2023,Gr.1,Mathematics,36,36.0,72.0,0.0225,61.6,0.6382,0.035,3073.44,inconsistent_name
2961,Bluebell Primary,Central,Public,2019,Grade 5,Mathematics,33,47.0,90.0,0.0537,80.8,0.8969,0.0433,10635.05,inconsistent_total
2505,Fairview Elementary,South,Public,2019,Grade 9,Arts,33,39.0,72.0,0.0604,59.0,0.517,0.032,6700.94,clean
9041,Greenwood High School,North,Public,2024,Grade 9,Mathematics,46,45.0,91.0,0.1002,,0.6715,0.045,9475.15,missing_score
7065,Stonegate Secondary,East,Private,2022,Grade 9,Arts,19,23.0,42.0,0.1195,84.9,0.8412,0.054,4484.25,clean
4001,Fairview Elementary,South,Public,2020,Grade 9,Mathematics,33,32.0,65.0,0.0583,66.9,0.7227,0.066,10985.98,clean
6809,Southview Academy,South,Private,2022,Grade 6,Social Studies,24,26.0,50.0,0.0386,73.1,0.6572,0.0609,6548.8,clean
5052,Crestwood Academy,Central,Charter,2021,Grade 3,Science,32,37.0,69.0,0.032,72.6,0.7634,0.0362,6238.7,clean
1401,Redwood Institute,West,Public,2018,Grade 5,Mathematics,39,27.0,66.0,0.0648,88.9,1.0,0.0618,4849.85,clean
5458,Brightstone School,North,Charter,2021,Grade 12,English,22,34.0,56.0,0.0729,62.4,0.7036,0.0497,5731.99,clean
9653,Northgate School,North,Public,2024,Grade 11,English,41,33.0,74.0,0.058,74.6,0.7551,0.049,3512.54,clean
5143,Northgate School,North,Public,2021,Grade 9,English,50,46.0,96.0,0.1627,64.9,0.6311,0.0492,7089.05,clean
1516,Greenwood High School,North,Public,2019,Grade 4,mathematics,36,42.0,78.0,0.0905,73.1,0.6983,0.0615,,missing_budget
702,Eastbrook Institute,East,Charter,2018,Grade 9,Science,18,36.0,54.0,0.0762,80.1,0.7934,0.0346,4566.09,clean
4779,Lakeview Primary,Central,Public,2021,Grade 8,Social Studies,42,51.0,93.0,0.1117,,0.637,0.0367,8103.68,missing_score
1908,Oakridge International,South,International,2019,Grade 10,Eng,33,29.0,62.0,0.1258,78.4,0.9052,0.0292,11100.87,clean
3943,Brightstone School,North,Charter,2020,Grade 9,English,20,25.0,45.0,0.1398,74.5,0.7659,0.0306,3716.13,clean
3790,Southview Academy,South,Private,2020,Grade 2,Arts,35,35.0,70.0,0.0397,73.8,0.7447,0.0339,6935.45,clean
7833,Maplewood Secondary,North,Public,2023,Grade 7,English,34,44.0,78.0,0.0525,88.2,0.8365,0.0331,,missing_budget
1584,Sunset Academy,South,Private,2019,Grade 5,Social Studies,24,20.0,44.0,0.0262,95.7,0.9633,0.0483,11003.04,clean
6177,Riverside School,East,Public,2022,Grade 12,Science,21,60.0,81.0,,58.9,0.6174,0.0432,8263.29,missing_dropout
1508,Greenwood High School,North,Public,2019,Grade 2,English,38,34.0,72.0,0.0291,83.9,0.7836,0.0501,11556.14,clean
5261,Westfield Primary,West,Public,2021,Grade 9,Mathematics,47,26.0,73.0,0.0761,66.9,0.7597,0.0556,4838.36,clean
3101,Sunset Academy,South,Private,2020,Grade 9,Mathematics,25,30.0,55.0,0.1406,73.5,0.7626,0.0447,7413.8,clean
5095,Crestwood Academy,Central,Charter,2021,Grade 11,Arts,37,36.0,73.0,0.0913,59.5,0.5968,0.0619,,missing_budget
1309,Meadowlands High,South,Charter,2018,Grade 10,Social Studies,34,44.0,78.0,0.0944,74.9,0.6738,0.0531,4517.65,clean
7952,Pinecrest Elementary,East,Public,2023,Grade 7,Science,53,38.0,91.0,0.1355,,0.7333,0.0369,6196.64,missing_score
3396,Oakridge International,South,International,2020,Grade 8,Mathematics,24,16.0,40.0,0.1627,82.7,0.8105,0.0358,9722.72,clean
3587,Crestwood Academy,Central,Charter,2020,Grade 10,Science,30,31.0,61.0,0.0501,75.6,0.705,0.0576,3428.26,clean
9821,Southview Academy,South,Private,2024,Grade 9,Mathematics,23,28.0,51.0,0.0336,77.8,0.7513,0.0631,6451.73,clean
6818,Southview Academy,South,Private,2022,Grade 8,English,37,33.0,70.0,0.0349,77.2,0.7524,0.0509,11454.17,clean
6225,Hilltop Institute,West,Private,2022,Grade 9,Arts,34,26.0,60.0,0.0779,,0.8705,0.0376,11137.8,missing_score
7845,Maplewood Secondary,North,Public,2023,Grade 9,Arts,39,53.0,92.0,0.097,74.9,0.8555,0.0387,7279.7,clean
691,Eastbrook Institute,East,Charter,2018,Grade 7,Mathematics,16,37.0,71.0,,52.2,0.447,0.0565,9172.89,inconsistent_total
7219,Harborview Academy,northern,Public,2022,Grade 4,Social Studies,39,43.0,82.0,0.0208,75.5,0.65,0.0584,11806.93,clean
5484,Fairview Elementary,South,Public,2021,Grade 5,Social Studies,61,41.0,102.0,0.0822,75.4,0.6926,0.0294,5943.77,clean
2472,Fairview Elementary,South,Public,2019,Grade 3,Science,50,47.0,97.0,0.0176,52.8,0.5325,0.0299,5537.56,clean
556,Crestwood Academy,Central,Charter,2018,Grade 4,Mathematics,21,38.0,59.0,0.0276,72.7,0.7623,0.06,8827.68,clean
10547,Sunset Academy,South,Private,2024,Grade 9,Arts,21,13.0,37.0,0.0122,85.4,0.8836,0.0601,7945.96,near_duplicate
2321,Southview Academy,South,Private,2019,Grade 9,Mathematics,30,19.0,49.0,0.0112,77.2,0.7622,0.0373,10987.31,clean
4178,Cedar Ridge Academy,Cntrl,International,2020,Grade 8,English,48,20.0,68.0,0.0578,74.8,0.718,0.0618,5304.26,clean
6628, Northgate School ,North,Public,2022,Grade 6,English,27,42.0,69.0,0.0694,67.1,0.7182,0.0646,6140.84,clean
5044,Crestwood Academy,Central,Charter,2021,Grade 1,Social Studies,33,46.0,79.0,0.0122,55.5,0.4997,0.0288,5129.51,clean
1493,Bluebell Primary,Central,Public,2018,Grade 11,English,38,14.0,52.0,0.0444,66.8,0.6998,0.0342,5067.61,clean
3423,Pinecrest Elementary,East,Public,2020,Grade 1,English,52,37.0,89.0,0.0768,64.3,0.6271,0.042,4288.79,clean
7207,Harborview Academy,North,Public,2022,Grade 2,Science,45,32.0,77.0,0.0347,73.5,0.7923,0.0467,10585.01,clean
652,northgate school,North,Public,2018,Grade 11,Science,30,56.0,86.0,0.206,58.4,0.586,0.0359,10559.98,inconsistent_name
8159,Northgate School,North,Public,2023,Grade 12,Social Studies,53,50.0,103.0,0.0577,70.0,0.775,0.0336,4766.31,duplicate
3172,Riverside School,East,Public,2020,Grade 11,Science,50,40.0,90.0,0.0786,66.2,0.693,0.0383,11537.46,clean
7430,Redwood Institute,West,Public,2022,Grade 10,Arts,51,31.0,82.0,0.0789,200.0,0.6321,0.0344,10473.4,outlier_score
5480,Fairview Elementary,South,Public,2021,Grade 4,Arts,36,36.0,72.0,0.0179,73.4,0.7205,0.0456,3663.71,clean
7834,Maplewood Secondary,North,Public,2023,Grade 7,Social Studies,28,44.0,72.0,0.0594,82.3,0.8167,0.0617,10032.41,clean
6269,Lakeview Primary,Central,Public,2022,Grade 6,Social Studies,38,32.0,70.0,0.0901,52.9,0.5648,0.0588,11678.01,clean
6249,Lakeview Primary,Central,Public,2022,Grade 2,Social Studies,34,32.0,66.0,0.0369,70.1,0.6818,0.0426,6506.53,clean
6808,Southview Academy,South,Private,2022,Grade 6,English,12,46.0,58.0,0.0601,78.2,0.8713,0.0437,10381.37,clean
200,Hilltop Institute,West,Private,2018,Grade 4,Arts,23,21.0,44.0,0.0034,70.1,0.7266,0.054,,missing_budget
3912,Brightstone School,North,Charter,2020,Grade 3,Science,51,46.0,97.0,0.0478,80.3,0.75,0.0657,10217.46,clean
10431,Redwood Institute,West,Public,2024,Grade 11,Mathematics,45,37.0,82.0,0.1709,74.0,0.6998,0.0472,5597.16,clean
4212,Harborview Academy,North,Public,2020,Grade 3,Sci,27,42.0,69.0,0.0812,80.0,0.76,0.048,10133.47,clean
1541,Greenwood High School,North,Public,2019,Grade 9,Mathematics,26,41.0,67.0,0.1523,58.0,0.6097,0.0567,7314.17,clean
8403,Brightstone School!!,North,Charter,2023,Grade 1,English,29,36.0,65.0,0.0023,86.8,,0.0566,,special_characters
3677,Eastbrook Institute,East,Charter,2020,Grade 4,Science,32,38.0,70.0,0.0061,-10.0,0.6865,0.0313,5931.15,outlier_score
4084,Willowbrook High,West,Public,2020,Grade 1,Social Studies,38,32.0,70.0,0.0425,72.9,0.7943,0.0417,10874.8,clean
9351,Maplewood Secondary,North,Public,2024,Grade 11,Mathematics,23,51.0,74.0,0.1563,68.6,0.7245,0.0579,5121.47,clean
508,Valleyview High  ,West,Public,2018,Grade 6,English,34,35.0,69.0,0.0791,57.7,0.5788,0.0661,8997.67,clean
6672,Eastbrook Institute,East,Charter,2022,Grade 3,Science,26,24.0,50.0,0.0265,68.3,0.6681,0.0631,8844.35,clean
22,Greenwood High School,North,Public,2018,Grade 5,Science,44,39.0,83.0,0.0302,70.6,0.6437,0.0642,9264.27,clean
7357,Silverstone School,East,Private,2022,Grade 8,Science,12,25.0,37.0,0.0269,89.2,0.8722,0.0512,5314.58,clean
9400,Oakridge International,SOUTH,International,2024,Grade 8,Arts,41,25.0,66.0,0.0243,73.8,0.793,0.057,7849.8,clean
5071,Crestwood Academy,Central,Charter,2021,Grade 7,Mathematics,22,10.0,32.0,0.0219,60.5,0.5652,0.0491,9869.26,clean
9675,Eastbrook Institute,East,Charter,2024,Grade 3,Arts,57,13.0,70.0,0.0066,86.1,0.8389,0.0417,11169.58,clean
7562,Sunset Academy,South,Private,2023,Grade 1,Science,25,20.0,45.0,0.0657,73.1,0.7021,0.038,4990.98,clean
4290,Meadowlands High,South,Charter,2020,Grade 6,Arts,28,34.0,62.0,0.0535,74.9,0.7913,0.0603,9814.18,clean
1721,Hilltop Institute,West,Private,2019,Grade 9,Mathematics,47,28.0,75.0,0.0631,80.6,0.8299,0.046,11396.6,clean
6741,Westfield Primary,West,Public,2022,Grade 5,Mathematics,53,61.0,114.0,0.0742,53.5,0.5382,0.0367,10359.14,clean
8293,Southview Academy,South,Private,2023,Grade 3,English,25,23.0,48.0,0.0371,88.9,0.9237,0.0326,11770.21,clean
7342,Silverstone School  , East,Private,2022,Grade 5,Science,36,47.0,83.0,0.0774,78.7,0.7987,0.0359,10102.3,clean
5340,Southview Academy,South,Private,2021,Grade 12,Arts,17,40.0,57.0,0.1257,89.5,0.876,0.0585,3347.9,clean
2007,Valleyview High,West,Public,Year 2019,Grade 6,Science,36,52.0,88.0,0.0166,59.1,0.5615,0.0311,9534.07,clean
1641,Riverside School,East,Public,2019,Grade 5,Mathematics,33,60.0,93.0,0.0173,67.3,0.661,0.0312,10128.95,clean
1735,Hilltop Institute,West,Private,2019,Grade 11,Arts,20,20.0,40.0,0.017,85.0,0.8972,0.0296,5071.63,clean
8503,Fairview Elementary,South,Public,2023,Grade 9,English,44,49.0,93.0,0.1255,83.9,0.8954,0.0329,9284.25,clean
6109,Sunset Academy,South,Private,2022,grade 10,Social Studies,35,25.0,60.0,0.0926,84.1,0.8501,0.0622,9251.79,clean
4087,Willowbrook High,West,Public,2020,Grade 2,Science,48,49.0,97.0,0.0501,84.6,0.9286,0.0601,7584.97,clean
7688,Hilltop Institute,West,Private,2023,Grade 2,English,29,23.0,52.0,0.0509,76.6,0.8426,0.0385,11045.58,clean
9116,Sunset Academy,South,Private,2024,Grade 12,Mathematics,24,32.0,56.0,0.0064,76.3,0.7809,0.0381,4760.81,clean
8691,Cedar Ridge Academy,Central,International,2023,Grade 11,Mathematics,48,29.0,77.0,0.0409,70.9,0.7659,0.0324,3360.55,clean
5024,Valleyview High,WEST,Public,2021,Grade 9,Social Studies,36,47.0,83.0,,,0.8148,0.0433,5999.23,missing_dropout
1461,Bluebell Primary  , Central,Public,2018,Grade 5,Mathematics,36,42.0,78.0,0.0842,71.1,0.7769,0.0494,11620.32,clean
10620,,,,,,,,,,,,,,,completely_empty
5671,Cedar Ridge Academy,Central,International,2021,Grade 7,Mathematics,31,36.0,67.0,0.0149,77.2,0.777,0.0321,10502.62,clean
865,Clearwater High,Central,Public,2018,Grade 5,Arts,32,47.0,79.0,0.0306,63.1,0.6876,0.051,9487.35,clean
843,Clearwater High,Centre,Public,2018,Grade 1,English,40,47.0,87.0,0.0686,52.4,0.5643,0.0361,7445.88,clean
10020,Fairview Elementary,South,Public,2024,Grade 12,Arts,41,29.0,70.0,0.0777,90.4,0.8967,0.0589,4282.19,clean
4828,Maplewood Secondary,North,Public,2021,Grade 6,English,29,17.0,46.0,0.0305,61.2,0.6635,0.0461,4651.08,clean
10200,Cedar Ridge Academy,Central,International,2024,Grade 12,Arts,29,33.0,62.0,0.051,87.1,0.7718,0.0306,8385.61,clean
6353,Maplewood Secondary,North,Public,2022,Grade 11,English,37,45.0,82.0,0.0142,54.4,0.5287,0.0414,10122.36,clean
1709,Hilltop Institute,West,Private,2019,Grade 6,Social Studies,32,27.0,59.0,0.1174,78.8,0.7987,0.039,8614.76,clean
9871,Clearwater High,Central,Public,2024,Grade 7,Mathematics,50,33.0,83.0,0.0614,76.1,0.7739,0.0655,4208.11,clean
6946,Brightstone School,northern,Charter,2022,Grade 10,MATHEMATICS,37,12.0,49.0,0.0835,83.3,0.79,0.0406,3153.29,clean
5908,Redwood Institute,West,Public,2021,Grade 6,English,34,42.0,76.0,0.1158,63.5,0.6408,0.0397,11666.85,clean
2195,Eastbrook Institute,East,Charter,2019,Grade 7,Arts,20,44.0,64.0,0.0856,61.0,0.561,0.0334,7169.13,clean
9127,Riverside School#,East,Public,2024,Grade 2,Science,49,41.0,90.0,0.0261,,0.6346,0.0657,5381.31,special_characters
4558,Greenwood High School,North,Public,2021,Grade 12,English,48,36.0,84.0,0.0289,,0.6974,0.0577,3919.12,missing_score
3304,Maplewood Secondary,North,Public,2020,Grade 1,Social Studies,26,27.0,53.0,,71.5,0.6403,0.0338,9072.1,missing_dropout
5043,Crestwood Academy,Central,Charter,2021,Grade 1,English,28,31.0,59.0,0.0073,79.4,0.8209,0.0627,10493.27,clean
7458,Bluebell Primary,Central,Public,2022,Grade 4,English,54,42.0,96.0,0.0183,75.4,0.7827,0.0659,8791.57,clean
2011,Valleyview High,West,Public,2019,Grade 7,Mathematics,39,53.0,92.0,0.05,76.8,0.7968,0.0426,3399.5,clean
8510,Fairview Elementary,South,Public,2023,Grade 10,Arts,34,54.0,88.0,0.0479,60.5,0.5354,0.0447,5193.2,clean
6037,Greenwood High School,North,Public,2022,Grade 8,Science,35,43.0,78.0,0.0224,63.2,0.5818,0.0322,10603.0,clean
10355,Silverstone School,East,Private,2024,Grade 7,Arts,25,38.0,63.0,0.1006,71.3,0.7513,0.0438,11162.85,clean
10064,Stonegate Secondary,East,Private,2024,Grade 9,Social Studies,37,28.0,65.0,0.0968,87.3,0.8514,0.0647,7589.91,clean
9545,Crestwood Academy,Central,Charter,2024,Grade 1,Arts,24,35.0,59.0,0.0232,71.1,0.7935,0.0523,10144.65,clean
5591,Willowbrook High,West,Public,2021,Grade 3,Mathematics,35,28.0,63.0,0.0066,69.1,0.6873,0.0345,4198.1,clean
5256,Westfield Primary,West,Public,2021,Grade 8,mathematics,37,43.0,80.0,0.0415,61.2,0.6177,0.0651,9824.41,clean
8874,Silverstone School,East,Private,2023,Grade 11,Social Studies,33,31.0,64.0,0.015,82.2,0.8867,0.0566,10346.15,clean
7045,Stonegate Secondary,East,Private,2022,Grade 5,Arts,51,14.0,65.0,0.0145,78.7,0.792,0.0621,10908.71,clean
9966,Fairview Elementary,South,Public,2024,Grade 2,Mathematics,35,49.0,84.0,0.0201,92.3,0.939,0.0322,9752.19,clean
5224,Westfield Primary,West,Public,2021,Grade 1,Social Studies,29,43.0,72.0,0.0064,65.1,0.6143,0.0516,11427.63,clean
2022,Valleyview High,West,Public,2019,Grade 9,Science,34,39.0,73.0,0.1164,69.6,0.7273,0.0425,11820.89,clean
5886,Redwood Institute  ,West,Public,2021,Grade 2,Mathematics,34,52.0,86.0,0.0059,61.0,0.5544,0.0502,6751.03,clean
3207,HILLTOP INSTITUTE,West,Private,2020,Grade 6,Science,41,27.0,68.0,0.062,74.9,0.7667,0.0663,,inconsistent_name
10207,Harborview Academy,North,Public,2024,Grade 2,Science,35,39.0,74.0,0.037,68.1,0.6984,0.064,,missing_budget
10294,Meadowlands High,South,Charter,2024,Grade 7,Social Studies,21,44.0,65.0,0.05,64.3,0.6636,0.0659,6997.89,clean
3941,Brightstone School,North,Charter,2020,Grade 9,Maths,45,43.0,88.0,0.1113,79.0,0.7909,0.0521,9424.01,clean
6545,Crestwood Academy,Central,Charter,2022,Grade 1,Arts,35,26.0,61.0,0.0117,78.2,0.7265,0.0414,8657.67,clean
1430,Redwood Institute,West,Public,2018,Grade 10,Arts,37,55.0,92.0,0.1072,97.3,0.9689,0.0635,11600.9,clean
7927,Pinecrest Elementary,eastern,Public,2023,Grade 2,Science,24,29.0,53.0,0.03,57.8,0.6023,0.0551,7230.73,clean
1809,Maplewood Secondary,North,Public,2019,Grade 2,Social Studies,40,43.0,83.0,0.0391,84.3,0.8166,0.0657,5439.85,clean
10596,,,,,,,,,,,,,,,completely_empty
1715,Hilltop Institute,West,Private,2019,Grade 7,Arts,50,32.0,82.0,0.0515,89.8,0.9143,0.0376,11052.13,duplicate
6467,Pinecrest Elementary,East,Public,2022,Grade 10,Science,36,34.0,70.0,0.0316,53.1,0.591,0.0452,11549.76,clean
2085,Crestwood Academy,Central,Charter,2019,Grade 9,Arts,23,18.0,41.0,0.0794,85.7,0.905,0.0453,9031.55,clean
5404,Brightstone School,North,Charter,2021,Grade 1,Social Studies,24,37.0,61.0,0.0477,76.0,0.7556,0.0444,9875.87,clean
4234,Harborview Academy,Norte,Public,2020,Grade 7,Social Studies,33,40.0,73.0,0.0125,69.4,0.6685,0.0501,4860.9,clean
5110,Northgate School,North,Public,2021,Grade 2,Arts,41,18.0,59.0,0.016,76.2,0.7349,0.0531,10405.6,clean
427,Pinecrest Elementary,East,Public,2018,Grade 2,Science,53,25.0,78.0,0.0452,80.1,0.7588,0.047,4944.28,clean
6584,Crestwood Academy,Central,Charter,2022,Grade 9,SOCIAL STUDIES,25,39.0,64.0,0.0782,,0.5926,0.0634,4299.93,missing_score
1669,Riverside School,East,Public,2019,Grade 10,SOCIAL STUDIES,58,30.0,88.0,0.077,70.1,0.7077,0.0655,9473.44,clean
2495,Fairview Elementary,South,Public,2019,Grade 7,Arts,40,42.0,82.0,0.0614,81.3,0.7912,0.0314,6151.5,clean
5662,Cedar Ridge Academy,Central,International,2021,Grade 5,Science,17,50.0,67.0,0.0374,81.9,0.8108,0.035,6576.41,clean
1006,Fairview Elementary,South,Public,2018,Grade 10,Mathematics,51,27.0,78.0,0.065,76.1,0.6283,0.0556,8610.89,clean
2658,Cedar Ridge Academy,Central,International,2019,Grade 4,English,32,31.0,63.0,0.0382,84.1,0.8419,0.043,3377.52,clean
3678,Eastbrook Institute,East,Charter,2020,Grade 4,English,35,24.0,59.0,0.0259,89.9,0.8786,0.0312,6354.1,clean
5745,Harborview Academy,North,Public,2021,Grade 9,Arts,57,35.0,92.0,0.0999,53.1,0.5645,0.0604,8149.59,clean
9712,Eastbrook Institute,East,Charter,2024,Grade 11,Science,37,25.0,62.0,0.0279,,0.8194,0.0442,11693.17,missing_score
8324,Southview Academy,South,Private,2023,Grade 9,Social Studies,18,23.0,41.0,0.0882,81.0,0.7677,0.0461,9038.5,clean
1374,  Silverstone School, East,Private,2018,Grade 11,Social Studies,34,23.0,57.0,0.0565,75.1,0.7192,0.0306,9196.61,clean
7734,Hilltop Institute,West,Private,2023,Grade 11,Social Studies,21,54.0,75.0,0.0461,78.9,0.7515,0.0613,8060.13,clean
5870,Silverstone School,eastern,Private,2021,Grade 10,Arts,17,45.0,62.0,0.0352,84.6,0.7846,0.0425,7240.77,clean
211,Hilltop Institute,West,Private,2018,Grade 7,Mathematics,34,28.0,62.0,0.022,86.8,0.9659,0.0522,4811.81,clean
4626,Riverside School,east,Public,2021,Grade 2,Mathematics,47,39.0,86.0,0.045,76.5,0.7966,0.0595,5976.07,clean
3302,Maplewood Secondary,North,Public,2020,Grade 1,Science,37,35.0,72.0,0.0052,57.2,0.581,0.0404,3684.53,clean
8915,Redwood Institute,West,Public,2023,Grade 7,Arts,34,43.0,77.0,0.0149,54.5,0.5955,0.0428,7931.51,clean
5828,Silverstone School,East,Private,2021,Grade 2,English,36,20.0,56.0,0.0327,75.0,0.6909,0.0471,7877.3,clean
5780,Meadowlands High,South,Charter,2021,Grade 4,Arts,31,43.0,74.0,0.0503,70.1,0.7107,0.055,9268.53,clean
4979,Pinecrest Elementary,East,Public,2021,Grade 12,Social Studies,45,19.0,64.0,0.2058,90.2,0.8636,0.0586,7314.28,clean
8516,Fairview Elementary,South,Public,2023,Grade 12,Mathematics,40,30.0,70.0,0.0423,81.2,0.8447,0.0548,4726.18,clean
5663,Cedar Ridge Academy,Central,International,2021,Grade 5,English,40,19.0,59.0,0.0119,83.4,0.7952,0.0548,4610.03,clean
4777,Lakeview Primary,Central,Public,2021,Grade 8,Science,58,47.0,105.0,0.0182,62.0,0.6205,0.0431,6349.89,clean
4639,Riverside School,East,Public,2021,Grade 4,Social Studies,66,29.0,95.0,0.0218,62.1,0.5615,0.0427,4051.7,clean
7516,Greenwood High School,North,Public,2023,Grade 4,Mathematics,64,37.0,101.0,0.0911,71.8,0.7292,0.0633,9167.37,clean
9412,Oakridge International,South,International,2024,Grade 11,Science,31,32.0,63.0,0.2664,,0.8019,0.0615,10290.3,missing_score
6658,Northgate School,North,Public,2022,Grade 12,English,45,24.0,69.0,0.1653,84.9,0.8485,0.0435,10641.93,clean
9387,Oakridge International,South,International,2024,Grade 6,Science,29,35.0,64.0,0.0624,71.2,0.7116,0.0295,3932.09,clean
35,Greenwood High School,North,Public,2018,Grade 7,Arts,35,40.0,75.0,0.0843,64.3,0.6294,0.0648,11555.46,clean
2904,Redwood Institute,West,Public,2019,Grade 5,Social Studies,31,29.0,60.0,0.0308,69.0,0.688,0.0628,4845.76,clean
10269,Meadowlands High,South,Charter,2024,Grade 2,Social Studies,34,26.0,60.0,0.1119,69.5,0.6852,0.0388,4124.74,clean
10131,Willowbrook High,West,Public,2024,Grade 11,Mathematics,22,43.0,65.0,0.0473,66.9,0.6861,0.0664,3591.12,clean
7093,  Willowbrook High,West ,Public,2022,Grade 3,English,29,61.0,90.0,,64.1,0.6356,0.0587,3392.76,missing_dropout
1327,Silverstone School,East,Private,2018,Grade 2,Science,40,26.0,66.0,0.0102,90.5,1.0,0.0319,8902.64,clean
6076,Sunset Academy,South,Private,2022,Grade 4,Mathematics,30,23.0,53.0,0.0298,76.9,0.6779,0.0427,3729.28,clean
4515,Greenwood High School,North,Public,2021,Grade 3,Arts,23,51.0,74.0,0.0874,80.6,0.7664,0.0457,9998.91,clean
3389,Oakridge International,South,International,2020,Grade 6,Social Studies,18,35.0,53.0,0.0565,84.4,0.8684,0.0479,11845.36,clean
3873,Clearwater High,Central,Public,2020,Grade 7,English,41,38.0,79.0,0.0555,67.1,0.7411,0.0434,5215.46,clean
4086,Willowbrook High,West,Public,2020,Grade 2,Mathematics,25,27.0,52.0,0.0482,70.9,0.6678,0.0665,5925.82,clean
9538,Valleyview High,West,Public,2024,Grade 12,English Language,43,45.0,0.0,0.0553,54.0,0.4927,0.0567,8208.51,outlier_enrollment
6275,Lakeview Primary,Central,Public,2022,Grade 7,Arts,33,49.0,82.0,0.0236,41.2,0.4085,0.0328,10952.27,clean
3586,Crestwood Academy,Central,Charter,2020,Grade 10,Mathematics,26,37.0,63.0,,83.8,0.8436,0.0416,10046.85,missing_dropout
5869,Silverstone School,East,Private,2021,Grade 10,Social Studies,52,45.0,97.0,0.0265,78.4,0.8183,0.0438,6697.49,clean
6374,Oakridge International,South,International,2022,Grade 3,Social Studies,34,31.0,65.0,0.0349,77.1,0.7158,0.0562,5487.27,clean
6947,Brightstone School,North,Charter,2022,Grade 10,Science,25,34.0,59.0,0.1101,79.9,0.7917,0.062,6737.2,clean
112,Sunset Academy,South,Private,2018,Grade 11,Science,35,24.0,59.0,0.0489,78.3,0.789,,9122.05,duplicate
9390,Oakridge International,South,International,2024,Grade 6,Arts,34,13.0,47.0,0.0382,80.7,0.8087,0.0307,3792.53,clean
1125,Willowbrook High,West,Public,2018,Grade 9,Arts,29,32.0,61.0,0.0153,,0.6877,0.0576,5365.33,missing_score
976,Fairview Elementary,South,Public,2018,Grade 4,Mathematics,55,35.0,90.0,0.079,67.8,0.6831,0.029,4528.13,clean
